Layer Mapping Number,Layer Mapping Part Type,Layer Number,Layer Type,Input GDS Number,Input GDS Data Type,Output GDS Number,Output GDS Data Type,Input Oasis Number,Input Oasis Data Type,Output Oasis Number,Output Oasis Data Type,Extended Layer Number,Extended Input GDS Number,Extended Input GDS Data Type,Extended Output GDS Number,Extended Output GDS Data Type,Extended Input Oasis Number,Extended Input Oasis Data Type,Extended Output Oasis Number,Extended Output Oasis Data Type
LM-0001.091,Layer Mapping Table,Drawn_NW1A_NBNOPC_Generic,Layer,148,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NW1A_Label_Generic,Layer,148,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NW1A_Dummy_Generic,Layer,148,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NW1A_CD_Generic,Layer,148,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NVT_Label_Generic,Layer,19,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NSinker_Label_Generic,Layer,122,10,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NSC_Dualgate_Generic,Layer,45,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NRES_Generic,Layer,200,50,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NRESI_Label_Generic,Layer,172,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NOLDD_Generic,Layer,46,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NOHALO_Generic,Layer,12,114,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NLDBODY_Label_Generic,Layer,75,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NLDBODY2_Label_Generic,Layer,94,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NH_Label_Generic,Layer,96,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NDVT_Label_Generic,Layer,247,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_NAT_Generic,Layer,5,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalTop_Slot_Generic,Layer,53,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalTop_NBNOPC_Generic,Layer,53,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalTop_Label_Generic,Layer,53,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalTop_Dummy_Generic,Layer,53,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalTop_CD_Generic,Layer,53,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MetalRDL_Label_Generic,Layer,171,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal9_Label_Generic,Layer,170,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal9_Dummy_Generic,Layer,172,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal8_Slot_Generic,Layer,139,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal8_Label_Generic,Layer,139,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal8_Dummy_Generic,Layer,139,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal7_Slot_Generic,Layer,128,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal7_Label_Generic,Layer,128,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal7_Dummy_Generic,Layer,128,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal6_Slot_Generic,Layer,126,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal6_Label_Generic,Layer,126,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal6_Dummy_Generic,Layer,126,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal5_Slot_Generic,Layer,81,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal5_NBNOPC_Generic,Layer,81,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal5_Label_Generic,Layer,81,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal5_Dummy_Generic,Layer,81,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_Slot_Generic,Layer,46,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_SPE_Generic,Layer,46,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_NBNOPC_Generic,Layer,46,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_Label_Generic,Layer,46,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_Dummy_Generic,Layer,46,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal4_CD_Generic,Layer,46,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_Slot_Generic,Layer,42,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_SPE_Generic,Layer,42,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_NBNOPC_Generic,Layer,42,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_Label_Generic,Layer,42,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_Dummy_Generic,Layer,42,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal3_CD_Generic,Layer,42,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_Slot_Generic,Layer,36,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_SPE_Generic,Layer,36,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_NBNOPC_Generic,Layer,36,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_Label_Generic,Layer,36,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_Dummy_Generic,Layer,36,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal2_CD_Generic,Layer,36,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_Slot_Generic,Layer,34,3,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_SPE_Generic,Layer,34,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_OPC_dg_Generic,Layer,34,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_NBNOPC_Generic,Layer,34,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_Label_Generic,Layer,34,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_Dummy_Generic,Layer,34,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Metal1_CD_Generic,Layer,34,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVSD_Generic,Layer,210,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVPVT_NBNOPC_Generic,Layer,206,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVPVT_Label_Generic,Layer,206,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVPVT_CD_Generic,Layer,206,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVPSD_Generic,Layer,11,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVNVT_NBNOPC_Generic,Layer,205,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVNVT_Label_Generic,Layer,205,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MVNDMY_Generic,Layer,180,204,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MTP_EL_MK_Generic,Layer,247,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MTPCELL2_Label_Generic,Layer,154,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MTPCELL1_Label_Generic,Layer,153,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MIM_ALIGN_NBNOPC_Generic,Layer,235,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MIM_ALIGN_Label_Generic,Layer,235,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MIM_ALIGN_CD_Generic,Layer,235,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MIM_2p25fF_MK_Generic,Layer,232,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_UM3_Label_Generic,Layer,161,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_UM3_Dummy_Generic,Layer,162,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_STRAP_NBNOPC_Generic,Layer,52,154,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_STRAP_Label_Generic,Layer,146,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_STRAP_DUMMY_Generic,Layer,52,153,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_FL8_Label_Generic,Layer,171,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_FL4_Label_Generic,Layer,163,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_DOT_VIA_Label_Generic,Layer,148,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_DOT_Label_Generic,Layer,147,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_METAL_DOT_DUMMY_Generic,Layer,53,153,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MEMW1_Label_Generic,Layer,72,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_MAGCORE_Label_Generic,Layer,166,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Laser_Align_key_Generic,Layer,130,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVT_JD,Layer,87,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVS_HVS_Generic,Layer,200,200,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVPWELL_NBNOPC_Generic,Layer,204,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVPWELL_Label_Generic,Layer,204,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVNwell_NBNOPC_Generic,Layer,58,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVNwell_Label_Generic,Layer,72,10,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVLDPSD_Generic,Layer,14,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVLDNSD_Generic,Layer,15,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LVESD_Label_Generic,Layer,56,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LPN_dg_Generic,Layer,9,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LPN_Label_Generic,Layer,9,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LNN_dg_Generic,Layer,87,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LNN_Label_Generic,Layer,87,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LI_NBNOPC_Generic,Layer,17,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LI_Label_Generic,Layer,17,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LDMOS_XTOR_Generic,Layer,226,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_LASER_ALIGN_Label_Generic,Layer,95,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVoxide_Label_Generic,Layer,51,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HV_Generic,Layer,54,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_PLDD_SPE_Generic,Layer,189,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_PLDD_NBNOPC_Generic,Layer,189,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_PLDD_Label_Generic,Layer,189,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_PLDD_Dummy_Generic,Layer,189,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_PLDD_CD_Generic,Layer,189,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_NLDD_SPE_Generic,Layer,188,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_NLDD_NBNOPC_Generic,Layer,188,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_NLDD_Label_Generic,Layer,188,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_NLDD_Dummy_Generic,Layer,188,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_NLDD_CD_Generic,Layer,188,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVT_Generic,Layer,187,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVP_SPE_Generic,Layer,54,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVP_NBNOPC_Generic,Layer,54,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVP_Label_Generic,Layer,54,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVP_Dummy_Generic,Layer,54,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVP_CD_Generic,Layer,54,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPVT_SPE_Generic,Layer,208,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPVT_NBNOPC_Generic,Layer,208,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPVT_Label_Generic,Layer,208,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPVT_Dummy_Generic,Layer,208,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPVT_CD_Generic,Layer,208,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPDDD_Label_Generic,Layer,197,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVPDDD_D_Generic,Layer,34,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVOLFET_Generic,Layer,21,156,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVN_SPE_Generic,Layer,59,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVN_NBNOPC_Generic,Layer,59,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVN_Label_Generic,Layer,59,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVN_Dummy_Generic,Layer,59,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVN_CD_Generic,Layer,59,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVNWELL_Generic,Layer,22,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVNVT_Label_Generic,Layer,207,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVNDDD_NBNOPC_Generic,Layer,202,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVNDDD_Label_Generic,Layer,202,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVNDDD2_Label_Generic,Layer,85,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVLDPSD_Generic,Layer,12,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVLDNSD_Generic,Layer,13,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVGATE_Label_Generic,Layer,203,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDNW_NBNOPC_Generic,Layer,14,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDNW_Label_Generic,Layer,36,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDNW_CD_Generic,Layer,14,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDMY_LV_Generic,Layer,141,211,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDMY_HV_Generic,Layer,141,212,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HVDMY_9V_Generic,Layer,214,19,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HPVT_PKT_Label_Generic,Layer,233,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_HNVT_PKT_Label_Generic,Layer,232,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_G_extsrot_Generic,Layer,60,0,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseWindow_Label_Generic,Layer,96,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseWindow_D_Generic,Layer,96,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseTop_NBNOPC_Generic,Layer,75,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseTop_Label_Generic,Layer,75,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseTop_Dummy_Generic,Layer,75,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseTop_CD_Generic,Layer,75,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseTop2_Label_Generic,Layer,215,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseBot_NBNOPC_Generic,Layer,138,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseBot_Label_Generic,Layer,138,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseBot_Dummy_Generic,Layer,138,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FuseBot_CD_Generic,Layer,138,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_FHRES_Generic,Layer,227,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ESD_STK_Generic,Layer,243,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ESD_Label_Generic,Layer,24,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_EEHV_Generic,Layer,54,2,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_EDMOS_TOPOX_Label_Generic,Layer,155,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_EDMOS_RECESS_Label_Generic,Layer,156,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Dualgate_SPE_Generic,Layer,55,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Dualgate_NBNOPC_Generic,Layer,55,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Dualgate_Dummy_Generic,Layer,55,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Dualgate_CD_Generic,Layer,55,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DualGate_Label_Generic,Layer,55,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_D_TRENCH_Label_Generic,Layer,61,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_D_CAP_Generic,Layer,29,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV_D_Generic,Layer,228,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DVNwell_NBNOPC_Generic,Layer,181,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DVNwell_Label_Generic,Layer,181,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DVLVTN_Label_Generic,Layer,70,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_SPE_Generic,Layer,167,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_PLDD_Label_Generic,Layer,169,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_NLDD_Label_Generic,Layer,168,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_NBNOPC_Generic,Layer,167,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_Label_Generic,Layer,167,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_Dummy_Generic,Layer,167,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3_CD_Generic,Layer,167,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3Pwell_Label_Generic,Layer,166,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV3Nwell_NBNOPC_Generic,Layer,165,31,NIL,NIL,,,,,,,,,,,,,
